siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
9,林口,10,風速,WIND_SPEED,m/sec,202310,2.8
9,林口,14,溫度,AMB_TEMP,℃,202310,24.1
9,林口,33,細懸浮微粒,PM2.5,μg/m3,202310,9.2
9,林口,38,相對濕度,RH,%,202310,90
9,林口,143,小時風速值,WS_HR,m/sec,202310,2.5
10,淡水,1,二氧化硫,SO2,ppb,202310,0.9
10,淡水,2,一氧化碳,CO,ppm,202310,0.25
10,淡水,3,臭氧,O3,ppb,202310,41.2
10,淡水,5,氮氧化物,NOx,ppb,202310,7.2
10,淡水,6,一氧化氮,NO,ppb,202310,1.2
10,淡水,7,二氧化氮,NO2,ppb,202310,5.9
10,淡水,10,風速,WIND_SPEED,m/sec,202310,2
10,淡水,14,溫度,AMB_TEMP,℃,202310,24.7
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,202310,9.3
11,士林,1,二氧化硫,SO2,ppb,202310,0.7
11,士林,2,一氧化碳,CO,ppm,202310,0.23
11,士林,3,臭氧,O3,ppb,202310,41.9
11,士林,4,懸浮微粒,PM10,μg/m3,202310,16
11,士林,5,氮氧化物,NOx,ppb,202310,9.1
11,士林,14,溫度,AMB_TEMP,℃,202310,26.2
12,中山,33,細懸浮微粒,PM2.5,μg/m3,202310,11.3
12,中山,38,相對濕度,RH,%,202310,77
12,中山,143,小時風速值,WS_HR,m/sec,202310,1.6
13,萬華,1,二氧化硫,SO2,ppb,202310,0.7
13,萬華,2,一氧化碳,CO,ppm,202310,0.33
13,萬華,3,臭氧,O3,ppb,202310,36.4
13,萬華,4,懸浮微粒,PM10,μg/m3,202310,23
13,萬華,5,氮氧化物,NOx,ppb,202310,16.8
13,萬華,6,一氧化氮,NO,ppb,202310,2.1
13,萬華,7,二氧化氮,NO2,ppb,202310,14.7
13,萬華,8,總碳氫化物,THC,ppm,202310,2.21
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
13,萬華,10,風速,WIND_SPEED,m/sec,202310,2.1
13,萬華,14,溫度,AMB_TEMP,℃,202310,25.8
13,萬華,31,甲烷,CH4,ppm,202310,2.16
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,202310,11.4
13,萬華,38,相對濕度,RH,%,202310,74
13,萬華,143,小時風速值,WS_HR,m/sec,202310,1.8
14,古亭,1,二氧化硫,SO2,ppb,202310,0.9
14,古亭,2,一氧化碳,CO,ppm,202310,0.26
14,古亭,3,臭氧,O3,ppb,202310,39
14,古亭,4,懸浮微粒,PM10,μg/m3,202310,20
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.02
14,古亭,10,風速,WIND_SPEED,m/sec,202310,1.9
14,古亭,14,溫度,AMB_TEMP,℃,202310,25.7
14,古亭,31,甲烷,CH4,ppm,202310,2.02
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,202310,12.2
14,古亭,38,相對濕度,RH,%,202310,75
14,古亭,143,小時風速值,WS_HR,m/sec,202310,1.5
15,松山,1,二氧化硫,SO2,ppb,202310,1
15,松山,2,一氧化碳,CO,ppm,202310,0.26
15,松山,3,臭氧,O3,ppb,202310,33.8
15,松山,4,懸浮微粒,PM10,μg/m3,202310,20
15,松山,5,氮氧化物,NOx,ppb,202310,15.2
15,松山,6,一氧化氮,NO,ppb,202310,2.3
15,松山,7,二氧化氮,NO2,ppb,202310,12.8
15,松山,8,總碳氫化物,THC,ppm,202310,2.09
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.03
15,松山,10,風速,WIND_SPEED,m/sec,202310,1.4
15,松山,14,溫度,AMB_TEMP,℃,202310,25.3
15,松山,31,甲烷,CH4,ppm,202310,2.04
15,松山,33,細懸浮微粒,PM2.5,μg/m3,202310,10.7
15,松山,38,相對濕度,RH,%,202310,79
15,松山,143,小時風速值,WS_HR,m/sec,202310,1.2
16,大同,1,二氧化硫,SO2,ppb,202310,1
16,大同,2,一氧化碳,CO,ppm,202310,0.68
16,大同,3,臭氧,O3,ppb,202310,26
16,大同,4,懸浮微粒,PM10,μg/m3,202310,25
16,大同,5,氮氧化物,NOx,ppb,202310,39.6
16,大同,6,一氧化氮,NO,ppb,202310,15.9
16,大同,7,二氧化氮,NO2,ppb,202310,23.6
16,大同,8,總碳氫化物,THC,ppm,202310,2.22
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.16
16,大同,10,風速,WIND_SPEED,m/sec,202310,
16,大同,14,溫度,AMB_TEMP,℃,202310,
16,大同,31,甲烷,CH4,ppm,202310,2.04
16,大同,33,細懸浮微粒,PM2.5,μg/m3,202310,14.9
16,大同,38,相對濕度,RH,%,202310,76
16,大同,143,小時風速值,WS_HR,m/sec,202310,
17,桃園,1,二氧化硫,SO2,ppb,202310,0.9
17,桃園,2,一氧化碳,CO,ppm,202310,0.32
17,桃園,3,臭氧,O3,ppb,202310,40.4
17,桃園,4,懸浮微粒,PM10,μg/m3,202310,20
17,桃園,5,氮氧化物,NOx,ppb,202310,11.2
17,桃園,6,一氧化氮,NO,ppb,202310,1.3
17,桃園,7,二氧化氮,NO2,ppb,202310,9.8
17,桃園,8,總碳氫化物,THC,ppm,202310,2.15
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.07
17,桃園,10,風速,WIND_SPEED,m/sec,202310,2.4
17,桃園,14,溫度,AMB_TEMP,℃,202310,25.1
17,桃園,31,甲烷,CH4,ppm,202310,2.06
18,大園,1,二氧化硫,SO2,ppb,202310,1.6
18,大園,2,一氧化碳,CO,ppm,202310,0.23
18,大園,3,臭氧,O3,ppb,202310,43
18,大園,4,懸浮微粒,PM10,μg/m3,202310,24
18,大園,5,氮氧化物,NOx,ppb,202310,12.8
18,大園,6,一氧化氮,NO,ppb,202310,1.5
18,大園,7,二氧化氮,NO2,ppb,202310,11.2
18,大園,10,風速,WIND_SPEED,m/sec,202310,4.4
18,大園,14,溫度,AMB_TEMP,℃,202310,25
18,大園,38,相對濕度,RH,%,202310,76
18,大園,143,小時風速值,WS_HR,m/sec,202310,4.1
19,觀音,1,二氧化硫,SO2,ppb,202310,1.3
19,觀音,2,一氧化碳,CO,ppm,202310,0.21
19,觀音,3,臭氧,O3,ppb,202310,45.1
22,湖口,5,氮氧化物,NOx,ppb,202310,8.5
22,湖口,6,一氧化氮,NO,ppb,202310,1
22,湖口,7,二氧化氮,NO2,ppb,202310,7.4
23,竹東,38,相對濕度,RH,%,202310,77
23,竹東,143,小時風速值,WS_HR,m/sec,202310,1.7
24,新竹,1,二氧化硫,SO2,ppb,202310,0.9
24,新竹,2,一氧化碳,CO,ppm,202310,0.28
24,新竹,3,臭氧,O3,ppb,202310,41.5
24,新竹,6,一氧化氮,NO,ppb,202310,1
24,新竹,7,二氧化氮,NO2,ppb,202310,9.5
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
25,頭份,10,風速,WIND_SPEED,m/sec,202310,2
25,頭份,14,溫度,AMB_TEMP,℃,202310,25.6
25,頭份,31,甲烷,CH4,ppm,202310,2.02
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202310,10.7
25,頭份,38,相對濕度,RH,%,202310,77
25,頭份,143,小時風速值,WS_HR,m/sec,202310,1.6
26,苗栗,1,二氧化硫,SO2,ppb,202310,1.9
26,苗栗,2,一氧化碳,CO,ppm,202310,0.25
26,苗栗,3,臭氧,O3,ppb,202310,37.1
26,苗栗,4,懸浮微粒,PM10,μg/m3,202310,21
26,苗栗,5,氮氧化物,NOx,ppb,202310,9.7
26,苗栗,6,一氧化氮,NO,ppb,202310,1.7
26,苗栗,7,二氧化氮,NO2,ppb,202310,7.9
26,苗栗,10,風速,WIND_SPEED,m/sec,202310,2.5
26,苗栗,14,溫度,AMB_TEMP,℃,202310,25.5
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,202310,11.2
26,苗栗,38,相對濕度,RH,%,202310,75
26,苗栗,143,小時風速值,WS_HR,m/sec,202310,2.1
27,三義,1,二氧化硫,SO2,ppb,202310,0.9
27,三義,2,一氧化碳,CO,ppm,202310,0.25
27,三義,3,臭氧,O3,ppb,202310,38.3
27,三義,4,懸浮微粒,PM10,μg/m3,202310,22
27,三義,5,氮氧化物,NOx,ppb,202310,6
27,三義,6,一氧化氮,NO,ppb,202310,0.7
27,三義,7,二氧化氮,NO2,ppb,202310,5.2
27,三義,10,風速,WIND_SPEED,m/sec,202310,3.3
27,三義,14,溫度,AMB_TEMP,℃,202310,23
27,三義,32,降雨強度,RAIN_INT,㎜,202310,1.3
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202310,12.5
27,三義,38,相對濕度,RH,%,202310,87
27,三義,143,小時風速值,WS_HR,m/sec,202310,3.1
28,豐原,1,二氧化硫,SO2,ppb,202310,1.9
28,豐原,2,一氧化碳,CO,ppm,202310,0.28
28,豐原,3,臭氧,O3,ppb,202310,36.4
28,豐原,4,懸浮微粒,PM10,μg/m3,202310,27
28,豐原,5,氮氧化物,NOx,ppb,202310,8
28,豐原,6,一氧化氮,NO,ppb,202310,1.1
28,豐原,7,二氧化氮,NO2,ppb,202310,6.9
28,豐原,8,總碳氫化物,THC,ppm,202310,2.02
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.06
28,豐原,31,甲烷,CH4,ppm,202310,1.95
29,沙鹿,3,臭氧,O3,ppb,202310,39.8
29,沙鹿,4,懸浮微粒,PM10,μg/m3,202310,32
34,線西,7,二氧化氮,NO2,ppb,202310,10
34,線西,8,總碳氫化物,THC,ppm,202310,2.06
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
34,線西,10,風速,WIND_SPEED,m/sec,202310,4.2
34,線西,14,溫度,AMB_TEMP,℃,202310,26.1
34,線西,31,甲烷,CH4,ppm,202310,2
34,線西,33,細懸浮微粒,PM2.5,μg/m3,202310,10.8
35,二林,5,氮氧化物,NOx,ppb,202310,8.4
35,二林,6,一氧化氮,NO,ppb,202310,1
35,二林,10,風速,WIND_SPEED,m/sec,202310,2.7
35,二林,14,溫度,AMB_TEMP,℃,202310,26.6
35,二林,31,甲烷,CH4,ppm,202310,2.12
35,二林,33,細懸浮微粒,PM2.5,μg/m3,202310,18.3
37,斗六,4,懸浮微粒,PM10,μg/m3,202310,47
37,斗六,5,氮氧化物,NOx,ppb,202310,9.6
37,斗六,6,一氧化氮,NO,ppb,202310,1.1
37,斗六,7,二氧化氮,NO2,ppb,202310,8.3
37,斗六,8,總碳氫化物,THC,ppm,202310,2.17
37,斗六,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
37,斗六,10,風速,WIND_SPEED,m/sec,202310,1.4
37,斗六,31,甲烷,CH4,ppm,202310,2.11
39,新港,5,氮氧化物,NOx,ppb,202310,8.5
39,新港,6,一氧化氮,NO,ppb,202310,1.2
39,新港,7,二氧化氮,NO2,ppb,202310,7.2
39,新港,10,風速,WIND_SPEED,m/sec,202310,2.2
39,新港,14,溫度,AMB_TEMP,℃,202310,26.5
39,新港,33,細懸浮微粒,PM2.5,μg/m3,202310,19.8
39,新港,38,相對濕度,RH,%,202310,75
39,新港,143,小時風速值,WS_HR,m/sec,202310,1.9
40,朴子,1,二氧化硫,SO2,ppb,202310,2.1
40,朴子,2,一氧化碳,CO,ppm,202310,0.27
40,朴子,3,臭氧,O3,ppb,202310,41.4
40,朴子,4,懸浮微粒,PM10,μg/m3,202310,45
40,朴子,5,氮氧化物,NOx,ppb,202310,7.1
40,朴子,7,二氧化氮,NO2,ppb,202310,6.5
40,朴子,10,風速,WIND_SPEED,m/sec,202310,1.5
40,朴子,14,溫度,AMB_TEMP,℃,202310,26.5
40,朴子,33,細懸浮微粒,PM2.5,μg/m3,202310,18.1
40,朴子,38,相對濕度,RH,%,202310,79
40,朴子,143,小時風速值,WS_HR,m/sec,202310,1.1
41,臺西,1,二氧化硫,SO2,ppb,202310,1.5
41,臺西,2,一氧化碳,CO,ppm,202310,0.24
41,臺西,3,臭氧,O3,ppb,202310,43
41,臺西,4,懸浮微粒,PM10,μg/m3,202310,39
41,臺西,5,氮氧化物,NOx,ppb,202310,7.3
41,臺西,6,一氧化氮,NO,ppb,202310,1.2
41,臺西,7,二氧化氮,NO2,ppb,202310,6
41,臺西,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.03
41,臺西,10,風速,WIND_SPEED,m/sec,202310,4.6
41,臺西,14,溫度,AMB_TEMP,℃,202310,26.3
41,臺西,31,甲烷,CH4,ppm,202310,2.12
41,臺西,33,細懸浮微粒,PM2.5,μg/m3,202310,13.8
44,善化,33,細懸浮微粒,PM2.5,μg/m3,202310,20
44,善化,38,相對濕度,RH,%,202310,81
44,善化,143,小時風速值,WS_HR,m/sec,202310,1.9
45,安南,1,二氧化硫,SO2,ppb,202310,1.2
45,安南,2,一氧化碳,CO,ppm,202310,0.32
45,安南,3,臭氧,O3,ppb,202310,37.6
45,安南,4,懸浮微粒,PM10,μg/m3,202310,46
45,安南,5,氮氧化物,NOx,ppb,202310,11
45,安南,6,一氧化氮,NO,ppb,202310,1.5
45,安南,7,二氧化氮,NO2,ppb,202310,9.5
45,安南,8,總碳氫化物,THC,ppm,202310,2.24
45,安南,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.06
45,安南,10,風速,WIND_SPEED,m/sec,202310,1.7
45,安南,14,溫度,AMB_TEMP,℃,202310,27.4
45,安南,31,甲烷,CH4,ppm,202310,2.17
45,安南,33,細懸浮微粒,PM2.5,μg/m3,202310,20.7
45,安南,38,相對濕度,RH,%,202310,72
45,安南,143,小時風速值,WS_HR,m/sec,202310,1.5
46,臺南,1,二氧化硫,SO2,ppb,202310,0.9
46,臺南,2,一氧化碳,CO,ppm,202310,0.36
46,臺南,3,臭氧,O3,ppb,202310,39.7
46,臺南,4,懸浮微粒,PM10,μg/m3,202310,43
46,臺南,5,氮氧化物,NOx,ppb,202310,12.2
46,臺南,6,一氧化氮,NO,ppb,202310,0.9
46,臺南,7,二氧化氮,NO2,ppb,202310,11.1
46,臺南,8,總碳氫化物,THC,ppm,202310,2.27
46,臺南,33,細懸浮微粒,PM2.5,μg/m3,202310,22.4
46,臺南,38,相對濕度,RH,%,202310,73
46,臺南,143,小時風速值,WS_HR,m/sec,202310,0.4
47,美濃,1,二氧化硫,SO2,ppb,202310,0.8
47,美濃,2,一氧化碳,CO,ppm,202310,0.26
47,美濃,3,臭氧,O3,ppb,202310,35.4
47,美濃,4,懸浮微粒,PM10,μg/m3,202310,31
47,美濃,5,氮氧化物,NOx,ppb,202310,5.2
47,美濃,6,一氧化氮,NO,ppb,202310,0.8
47,美濃,7,二氧化氮,NO2,ppb,202310,4.3
47,美濃,10,風速,WIND_SPEED,m/sec,202310,0.9
48,橋頭,3,臭氧,O3,ppb,202310,36.9
48,橋頭,4,懸浮微粒,PM10,μg/m3,202310,42
48,橋頭,5,氮氧化物,NOx,ppb,202310,11.9
48,橋頭,6,一氧化氮,NO,ppb,202310,1.2
48,橋頭,7,二氧化氮,NO2,ppb,202310,10.6
48,橋頭,8,總碳氫化物,THC,ppm,202310,2.19
48,橋頭,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
48,橋頭,10,風速,WIND_SPEED,m/sec,202310,1.7
48,橋頭,33,細懸浮微粒,PM2.5,μg/m3,202310,21
48,橋頭,38,相對濕度,RH,%,202310,78
48,橋頭,143,小時風速值,WS_HR,m/sec,202310,1.6
49,仁武,1,二氧化硫,SO2,ppb,202310,1.6
49,仁武,2,一氧化碳,CO,ppm,202310,0.33
49,仁武,3,臭氧,O3,ppb,202310,39.5
49,仁武,5,氮氧化物,NOx,ppb,202310,13.2
49,仁武,6,一氧化氮,NO,ppb,202310,1.5
49,仁武,7,二氧化氮,NO2,ppb,202310,11.6
49,仁武,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.08
49,仁武,10,風速,WIND_SPEED,m/sec,202310,2
49,仁武,14,溫度,AMB_TEMP,℃,202310,27.3
49,仁武,31,甲烷,CH4,ppm,202310,2.08
49,仁武,33,細懸浮微粒,PM2.5,μg/m3,202310,17.7
49,仁武,38,相對濕度,RH,%,202310,75
49,仁武,143,小時風速值,WS_HR,m/sec,202310,1.7
50,鳳山,1,二氧化硫,SO2,ppb,202310,1.8
50,鳳山,2,一氧化碳,CO,ppm,202310,0.48
50,鳳山,3,臭氧,O3,ppb,202310,35.2
50,鳳山,4,懸浮微粒,PM10,μg/m3,202310,38
50,鳳山,5,氮氧化物,NOx,ppb,202310,15.2
50,鳳山,6,一氧化氮,NO,ppb,202310,1.8
50,鳳山,7,二氧化氮,NO2,ppb,202310,13.3
50,鳳山,8,總碳氫化物,THC,ppm,202310,2.29
50,鳳山,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.12
50,鳳山,10,風速,WIND_SPEED,m/sec,202310,0.7
50,鳳山,14,溫度,AMB_TEMP,℃,202310,28.4
50,鳳山,31,甲烷,CH4,ppm,202310,2.16
50,鳳山,33,細懸浮微粒,PM2.5,μg/m3,202310,18.1
50,鳳山,38,相對濕度,RH,%,202310,74
50,鳳山,143,小時風速值,WS_HR,m/sec,202310,0.4
51,大寮,1,二氧化硫,SO2,ppb,202310,1.9
51,大寮,2,一氧化碳,CO,ppm,202310,0.32
51,大寮,3,臭氧,O3,ppb,202310,33.6
51,大寮,4,懸浮微粒,PM10,μg/m3,202310,44
51,大寮,5,氮氧化物,NOx,ppb,202310,13.1
51,大寮,6,一氧化氮,NO,ppb,202310,1.4
51,大寮,7,二氧化氮,NO2,ppb,202310,11.6
51,大寮,8,總碳氫化物,THC,ppm,202310,2.25
51,大寮,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
51,大寮,10,風速,WIND_SPEED,m/sec,202310,1.4
51,大寮,14,溫度,AMB_TEMP,℃,202310,27.9
51,大寮,31,甲烷,CH4,ppm,202310,2.19
51,大寮,33,細懸浮微粒,PM2.5,μg/m3,202310,19.8
51,大寮,38,相對濕度,RH,%,202310,81
51,大寮,143,小時風速值,WS_HR,m/sec,202310,1.1
52,林園,1,二氧化硫,SO2,ppb,202310,1.4
52,林園,2,一氧化碳,CO,ppm,202310,0.28
52,林園,3,臭氧,O3,ppb,202310,42.8
52,林園,4,懸浮微粒,PM10,μg/m3,202310,41
53,楠梓,31,甲烷,CH4,ppm,202310,2.16
59,屏東,143,小時風速值,WS_HR,m/sec,202310,1.2
60,潮州,1,二氧化硫,SO2,ppb,202310,1
60,潮州,2,一氧化碳,CO,ppm,202310,0.24
60,潮州,3,臭氧,O3,ppb,202310,34.6
60,潮州,4,懸浮微粒,PM10,μg/m3,202310,31
60,潮州,5,氮氧化物,NOx,ppb,202310,4.4
60,潮州,6,一氧化氮,NO,ppb,202310,0.6
60,潮州,7,二氧化氮,NO2,ppb,202310,3.7
60,潮州,8,總碳氫化物,THC,ppm,202310,2.18
60,潮州,143,小時風速值,WS_HR,m/sec,202310,1
61,恆春,1,二氧化硫,SO2,ppb,202310,0.6
61,恆春,2,一氧化碳,CO,ppm,202310,0.16
61,恆春,3,臭氧,O3,ppb,202310,42.8
61,恆春,4,懸浮微粒,PM10,μg/m3,202310,16
61,恆春,5,氮氧化物,NOx,ppb,202310,1.5
61,恆春,6,一氧化氮,NO,ppb,202310,0.5
61,恆春,7,二氧化氮,NO2,ppb,202310,0.9
61,恆春,10,風速,WIND_SPEED,m/sec,202310,5.8
61,恆春,14,溫度,AMB_TEMP,℃,202310,x
61,恆春,32,降雨強度,RAIN_INT,㎜,202310,1.1
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,202310,6
61,恆春,38,相對濕度,RH,%,202310,x
61,恆春,143,小時風速值,WS_HR,m/sec,202310,5.6
62,臺東,1,二氧化硫,SO2,ppb,202310,0.4
62,臺東,2,一氧化碳,CO,ppm,202310,0.2
62,臺東,3,臭氧,O3,ppb,202310,34.8
62,臺東,4,懸浮微粒,PM10,μg/m3,202310,19
62,臺東,5,氮氧化物,NOx,ppb,202310,4.6
62,臺東,6,一氧化氮,NO,ppb,202310,1
62,臺東,7,二氧化氮,NO2,ppb,202310,3.4
62,臺東,8,總碳氫化物,THC,ppm,202310,2.02
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.02
62,臺東,10,風速,WIND_SPEED,m/sec,202310,1.7
63,花蓮,38,相對濕度,RH,%,202310,83
63,花蓮,143,小時風速值,WS_HR,m/sec,202310,1.5
64,陽明,1,二氧化硫,SO2,ppb,202310,0.5
64,陽明,2,一氧化碳,CO,ppm,202310,0.19
64,陽明,3,臭氧,O3,ppb,202310,49
64,陽明,4,懸浮微粒,PM10,μg/m3,202310,12
64,陽明,5,氮氧化物,NOx,ppb,202310,1.6
64,陽明,6,一氧化氮,NO,ppb,202310,0.4
64,陽明,7,二氧化氮,NO2,ppb,202310,1.1
64,陽明,10,風速,WIND_SPEED,m/sec,202310,3.1
64,陽明,14,溫度,AMB_TEMP,℃,202310,18.6
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,202310,4.9
64,陽明,38,相對濕度,RH,%,202310,92
65,宜蘭,1,二氧化硫,SO2,ppb,202310,0.9
65,宜蘭,2,一氧化碳,CO,ppm,202310,0.18
65,宜蘭,3,臭氧,O3,ppb,202310,35.8
65,宜蘭,4,懸浮微粒,PM10,μg/m3,202310,16
65,宜蘭,5,氮氧化物,NOx,ppb,202310,4.6
65,宜蘭,8,總碳氫化物,THC,ppm,202310,2.11
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.03
69,竹山,10,風速,WIND_SPEED,m/sec,202310,1.2
69,竹山,14,溫度,AMB_TEMP,℃,202310,26.2
69,竹山,31,甲烷,CH4,ppm,202310,2.04
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,202310,23.4
69,竹山,38,相對濕度,RH,%,202310,87
69,竹山,143,小時風速值,WS_HR,m/sec,202310,0.9
70,永和,1,二氧化硫,SO2,ppb,202310,0.9
70,永和,2,一氧化碳,CO,ppm,202310,0.41
70,永和,3,臭氧,O3,ppb,202310,36.4
70,永和,4,懸浮微粒,PM10,μg/m3,202310,19
70,永和,5,氮氧化物,NOx,ppb,202310,14.9
77,金門,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.06
78,馬公,1,二氧化硫,SO2,ppb,202310,0.3
78,馬公,2,一氧化碳,CO,ppm,202310,0.18
78,馬公,4,懸浮微粒,PM10,μg/m3,202310,22
78,馬公,5,氮氧化物,NOx,ppb,202310,2.4
78,馬公,6,一氧化氮,NO,ppb,202310,0.5
78,馬公,7,二氧化氮,NO2,ppb,202310,1.8
78,馬公,8,總碳氫化物,THC,ppm,202310,1.96
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,202310,0
78,馬公,10,風速,WIND_SPEED,m/sec,202310,5.2
78,馬公,14,溫度,AMB_TEMP,℃,202310,26.7
78,馬公,31,甲烷,CH4,ppm,202310,1.96
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,202310,11.7
78,馬公,38,相對濕度,RH,%,202310,74
78,馬公,143,小時風速值,WS_HR,m/sec,202310,4.6
80,關山,1,二氧化硫,SO2,ppb,202310,0.7
2,汐止,14,溫度,AMB_TEMP,℃,202310,25.1
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,202310,10.6
2,汐止,38,相對濕度,RH,%,202310,85
2,汐止,143,小時風速值,WS_HR,m/sec,202310,1.5
3,萬里,1,二氧化硫,SO2,ppb,202310,1
3,萬里,2,一氧化碳,CO,ppm,202310,0.21
3,萬里,3,臭氧,O3,ppb,202310,44.1
3,萬里,4,懸浮微粒,PM10,μg/m3,202310,38
3,萬里,5,氮氧化物,NOx,ppb,202310,4.6
3,萬里,6,一氧化氮,NO,ppb,202310,0.9
3,萬里,7,二氧化氮,NO2,ppb,202310,3.7
3,萬里,10,風速,WIND_SPEED,m/sec,202310,4
3,萬里,14,溫度,AMB_TEMP,℃,202310,24.6
3,萬里,32,降雨強度,RAIN_INT,㎜,202310,1.8
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,202310,10.2
3,萬里,38,相對濕度,RH,%,202310,82
3,萬里,143,小時風速值,WS_HR,m/sec,202310,3.8
4,新店,1,二氧化硫,SO2,ppb,202310,0.7
4,新店,2,一氧化碳,CO,ppm,202310,0.27
4,新店,3,臭氧,O3,ppb,202310,39.9
4,新店,4,懸浮微粒,PM10,μg/m3,202310,18
4,新店,10,風速,WIND_SPEED,m/sec,202310,1.7
4,新店,14,溫度,AMB_TEMP,℃,202310,25.6
4,新店,33,細懸浮微粒,PM2.5,μg/m3,202310,9.7
4,新店,38,相對濕度,RH,%,202310,81
4,新店,143,小時風速值,WS_HR,m/sec,202310,1.3
5,土城,1,二氧化硫,SO2,ppb,202310,0.8
5,土城,2,一氧化碳,CO,ppm,202310,0.28
5,土城,3,臭氧,O3,ppb,202310,40.1
5,土城,4,懸浮微粒,PM10,μg/m3,202310,21
5,土城,5,氮氧化物,NOx,ppb,202310,9.5
5,土城,6,一氧化氮,NO,ppb,202310,1.2
5,土城,7,二氧化氮,NO2,ppb,202310,8.2
5,土城,8,總碳氫化物,THC,ppm,202310,2.13
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.08
5,土城,10,風速,WIND_SPEED,m/sec,202310,1.3
5,土城,14,溫度,AMB_TEMP,℃,202310,25.8
5,土城,31,甲烷,CH4,ppm,202310,2.04
5,土城,33,細懸浮微粒,PM2.5,μg/m3,202310,13.4
5,土城,38,相對濕度,RH,%,202310,77
5,土城,143,小時風速值,WS_HR,m/sec,202310,0.5
6,板橋,1,二氧化硫,SO2,ppb,202310,0.6
6,板橋,2,一氧化碳,CO,ppm,202310,0.34
6,板橋,3,臭氧,O3,ppb,202310,37.2
6,板橋,4,懸浮微粒,PM10,μg/m3,202310,20
6,板橋,5,氮氧化物,NOx,ppb,202310,13.1
6,板橋,6,一氧化氮,NO,ppb,202310,1.4
6,板橋,7,二氧化氮,NO2,ppb,202310,11.6
6,板橋,8,總碳氫化物,THC,ppm,202310,2.09
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.04
6,板橋,10,風速,WIND_SPEED,m/sec,202310,1.8
6,板橋,14,溫度,AMB_TEMP,℃,202310,25.7
6,板橋,31,甲烷,CH4,ppm,202310,2.04
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,202310,12.3
6,板橋,38,相對濕度,RH,%,202310,78
6,板橋,143,小時風速值,WS_HR,m/sec,202310,1.4
7,新莊,1,二氧化硫,SO2,ppb,202310,0.6
7,新莊,2,一氧化碳,CO,ppm,202310,0.27
14,古亭,5,氮氧化物,NOx,ppb,202310,10.7
14,古亭,6,一氧化氮,NO,ppb,202310,1.4
14,古亭,7,二氧化氮,NO2,ppb,202310,9.2
14,古亭,8,總碳氫化物,THC,ppm,202310,2.06
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,202310,11
17,桃園,38,相對濕度,RH,%,202310,78
17,桃園,143,小時風速值,WS_HR,m/sec,202310,2
19,觀音,4,懸浮微粒,PM10,μg/m3,202310,31
19,觀音,5,氮氧化物,NOx,ppb,202310,8.6
19,觀音,6,一氧化氮,NO,ppb,202310,0.8
19,觀音,7,二氧化氮,NO2,ppb,202310,7.6
19,觀音,10,風速,WIND_SPEED,m/sec,202310,4.9
19,觀音,14,溫度,AMB_TEMP,℃,202310,25.4
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,202310,13.8
19,觀音,38,相對濕度,RH,%,202310,81
19,觀音,143,小時風速值,WS_HR,m/sec,202310,3.1
20,平鎮,1,二氧化硫,SO2,ppb,202310,0.7
20,平鎮,2,一氧化碳,CO,ppm,202310,0.31
20,平鎮,3,臭氧,O3,ppb,202310,40.6
20,平鎮,4,懸浮微粒,PM10,μg/m3,202310,22
